ACCIDENT_NO,SEVERITY,SPEED_ZONE,Region,Order1,Order2,Order3,Order
T20140023365,Fatal,50 km/hr,Metro,,,3,3
T20140023366,Minor,100 km/hr,Metro,1,,,1
T20140023369,Minor,60 km/hr,Metro,1,,,1
T20140023370,Serious,60 km/hr,Metro,,2,,2
T20140023371,Serious,80 km/hr,Metro,,2,,2
T20140023372,Minor,60 km/hr,Metro,1,,,1
T20140023373,Minor,100 km/hr,Country,1,,,1
T20140023375,Minor,60 km/hr,Metro,1,,,1
T20140023376,Minor,60 km/hr,Metro,1,,,1
T20140023378,Minor,60 km/hr,Country,1,,,1
T20140023379,Serious,100 km/hr,Country,,2,,2
T20140023380,Serious,60 km/hr,Metro,,2,,2
T20140022159,Minor,60 km/hr,Metro,1,,,1
T20140022160,Minor,60 km/hr,Metro,1,,,1
T20140022166,Serious,80 km/hr,Country,,2,,2
T20140022167,Minor,Not known,Metro,1,,,1
T20140022168,Serious,50 km/hr,Metro,,2,,2
T20140022169,Fatal,100 km/hr,Country,,,3,3
T20140022171,Minor,40 km/hr,Metro,1,,,1
T20140022172,Serious,60 km/hr,Metro,,2,,2
T20140022173,Serious,70 km/hr,Metro,,2,,2
T20140022174,Minor,60 km/hr,Metro,1,,,1
T20140022176,Serious,Off road,Country,,2,,2
T20140022182,Fatal,60 km/hr,Metro,,,3,3
T20140022183,Minor,Not known,Metro,1,,,1
T20140022598,Serious,70 km/hr,Metro,,2,,2
T20140022599,Serious,60 km/hr,Country,,2,,2
T20140022600,Minor,80 km/hr,Metro,1,,,1
T20140022601,Serious,100 km/hr,Country,,2,,2
T20140022606,Minor,80 km/hr,Metro,1,,,1
T20140022607,Minor,50 km/hr,Metro,1,,,1
T20140022608,Serious,60 km/hr,Metro,,2,,2
T20140022610,Minor,60 km/hr,Metro,1,,,1
T20140022611,Minor,60 km/hr,Metro,1,,,1
T20140022612,Serious,60 km/hr,Metro,,2,,2
T20140022613,Serious,Not known,Metro,,2,,2
T20140022616,Serious,Not known,Metro,,2,,2
T20140022617,Minor,70 km/hr,Country,1,,,1
T20140023001,Minor,100 km/hr,Metro,1,,,1
T20140023002,Minor,60 km/hr,Country,1,,,1
T20140023003,Minor,50 km/hr,Metro,1,,,1
T20140023005,Serious,50 km/hr,Metro,,2,,2
T20140023007,Minor,50 km/hr,Metro,1,,,1
T20140023008,Minor,50 km/hr,Metro,1,,,1
T20140023010,Minor,50 km/hr,Country,1,,,1
T20140023011,Minor,60 km/hr,Metro,1,,,1
T20140023012,Minor,50 km/hr,Country,1,,,1
T20140023014,Minor,60 km/hr,Metro,1,,,1
T20140023015,Minor,60 km/hr,Metro,1,,,1
T20140023017,Minor,60 km/hr,Metro,1,,,1
T20140023021,Minor,60 km/hr,Metro,1,,,1
T20140023381,Minor,60 km/hr,Country,1,,,1
T20140023382,Serious,60 km/hr,Metro,,2,,2
T20140023383,Minor,50 km/hr,Metro,1,,,1
T20140023385,Minor,80 km/hr,Metro,1,,,1
T20140023388,Minor,60 km/hr,Metro,1,,,1
T20140023389,Serious,60 km/hr,Metro,,2,,2
T20140023393,Minor,40 km/hr,Metro,1,,,1
T20140023394,Minor,100 km/hr,Country,1,,,1
T20140023398,Serious,100 km/hr,Country,,2,,2
T20140023399,Minor,60 km/hr,Country,1,,,1
T20140023404,Minor,60 km/hr,Metro,1,,,1
T20140023406,Serious,100 km/hr,Metro,,2,,2
T20140023407,Minor,40 km/hr,Metro,1,,,1
T20140022184,Minor,Not known,Country,1,,,1
T20140022185,Serious,60 km/hr,Metro,,2,,2
T20140022186,Minor,60 km/hr,Country,1,,,1
T20140022188,Minor,50 km/hr,Metro,1,,,1
T20140022190,Minor,60 km/hr,Metro,1,,,1
T20140022191,Serious,40 km/hr,Metro,,2,,2
T20140022193,Serious,100 km/hr,Country,,2,,2
T20140022196,Minor,70 km/hr,Metro,1,,,1
T20140022198,Minor,60 km/hr,Metro,1,,,1
T20140022201,Minor,90 km/hr,Metro,1,,,1
T20140022203,Minor,80 km/hr,Metro,1,,,1
T20140022204,Minor,50 km/hr,Country,1,,,1
T20140022205,Serious,50 km/hr,Metro,,2,,2
T20140022618,Minor,80 km/hr,Metro,1,,,1
T20140022619,Minor,60 km/hr,Metro,1,,,1
T20140022620,Serious,80 km/hr,Metro,,2,,2
T20140022621,Minor,Not known,Metro,1,,,1
T20140022622,Serious,60 km/hr,Metro,,2,,2
T20140022623,Minor,60 km/hr,Metro,1,,,1
T20140022624,Minor,50 km/hr,Metro,1,,,1
T20140022625,Minor,60 km/hr,Metro,1,,,1
T20140022626,Minor,40 km/hr,Metro,1,,,1
T20140022628,Serious,100 km/hr,Country,,2,,2
T20140022632,Minor,60 km/hr,Country,1,,,1
T20140022634,Minor,70 km/hr,Metro,1,,,1
T20140022640,Minor,60 km/hr,Metro,1,,,1
T20140023023,Minor,50 km/hr,Country,1,,,1
T20140023024,Serious,50 km/hr,Metro,,2,,2
T20140023025,Serious,60 km/hr,Country,,2,,2
T20140023026,Minor,60 km/hr,Metro,1,,,1
T20140023030,Minor,50 km/hr,Metro,1,,,1
T20140023034,Minor,50 km/hr,Metro,1,,,1
T20140023035,Serious,50 km/hr,Metro,,2,,2
T20140023036,Minor,60 km/hr,Metro,1,,,1
T20140023039,Minor,60 km/hr,Metro,1,,,1
T20140023042,Minor,50 km/hr,Metro,1,,,1
T20140023043,Minor,60 km/hr,Country,1,,,1
T20140023044,Fatal,60 km/hr,Metro,,,3,3
T20140023047,Serious,40 km/hr,Country,,2,,2
T20140023408,Minor,60 km/hr,Metro,1,,,1
T20140023412,Serious,80 km/hr,Country,,2,,2
T20140023413,Serious,80 km/hr,Metro,,2,,2
T20140023415,Minor,80 km/hr,Metro,1,,,1
T20140023418,Minor,80 km/hr,Metro,1,,,1
T20140023419,Serious,Not known,Country,,2,,2
T20140023420,Minor,60 km/hr,Country,1,,,1
T20140023422,Serious,100 km/hr,Metro,,2,,2
T20140023423,Minor,60 km/hr,Metro,1,,,1
T20140023427,Minor,50 km/hr,Metro,1,,,1
T20140023429,Minor,50 km/hr,Metro,1,,,1
T20140023431,Serious,80 km/hr,Country,,2,,2
T20140023432,Minor,80 km/hr,Metro,1,,,1
T20140022207,Minor,Off road,Metro,1,,,1
T20140022208,Minor,60 km/hr,Metro,1,,,1
T20140022209,Minor,50 km/hr,Metro,1,,,1
T20140022217,Minor,50 km/hr,Metro,1,,,1
T20140022219,Minor,50 km/hr,Country,1,,,1
T20140022220,Serious,60 km/hr,Metro,,2,,2
T20140022221,Serious,70 km/hr,Metro,,2,,2
T20140022222,Minor,60 km/hr,Country,1,,,1
T20140022223,Minor,100 km/hr,Country,1,,,1
T20140022226,Minor,100 km/hr,Metro,1,,,1
T20140022227,Minor,60 km/hr,Metro,1,,,1
T20140022235,Minor,100 km/hr,Country,1,,,1
T20140022236,Minor,50 km/hr,Country,1,,,1
T20140022642,Serious,80 km/hr,Country,,2,,2
T20140022643,Serious,60 km/hr,Metro,,2,,2
T20140022645,Minor,60 km/hr,Metro,1,,,1
T20140022647,Serious,60 km/hr,Metro,,2,,2
T20140022651,Fatal,60 km/hr,Metro,,,3,3
T20140022654,Minor,60 km/hr,Country,1,,,1
T20140022657,Minor,100 km/hr,Country,1,,,1
T20140022658,Minor,60 km/hr,Metro,1,,,1
T20140022660,Serious,80 km/hr,Metro,,2,,2
T20140022661,Minor,100 km/hr,Country,1,,,1
T20140022663,Minor,60 km/hr,Metro,1,,,1
T20140022664,Minor,60 km/hr,Metro,1,,,1
T20140022666,Minor,60 km/hr,Metro,1,,,1
T20140023048,Minor,60 km/hr,Metro,1,,,1
T20140023050,Serious,70 km/hr,Metro,,2,,2
T20140023051,Serious,60 km/hr,Metro,,2,,2
T20140023053,Serious,80 km/hr,Metro,,2,,2
T20140023057,Serious,50 km/hr,Metro,,2,,2
T20140023058,Serious,60 km/hr,Metro,,2,,2
T20140023061,Serious,70 km/hr,Metro,,2,,2
T20140023062,Minor,Off road,Metro,1,,,1
T20140023064,Minor,50 km/hr,Metro,1,,,1
T20140023065,Minor,40 km/hr,Metro,1,,,1
T20140023066,Serious,100 km/hr,Country,,2,,2
T20140023067,Serious,90 km/hr,Metro,,2,,2
T20140023071,Minor,50 km/hr,Country,1,,,1
T20140023433,Minor,40 km/hr,Metro,1,,,1
T20140023435,Minor,70 km/hr,Metro,1,,,1
T20140023437,Serious,50 km/hr,Metro,,2,,2
T20140023438,Serious,60 km/hr,Metro,,2,,2
T20140023439,Minor,40 km/hr,Country,1,,,1
T20140023440,Serious,70 km/hr,Metro,,2,,2
T20140023441,Serious,60 km/hr,Metro,,2,,2
T20140023444,Serious,100 km/hr,Country,,2,,2
T20140023445,Fatal,100 km/hr,Country,,,3,3
T20140023448,Minor,70 km/hr,Metro,1,,,1
T20140023451,Fatal,80 km/hr,Metro,,,3,3
T20140023452,Serious,60 km/hr,Metro,,2,,2
T20140023455,Minor,40 km/hr,Metro,1,,,1
T20140022239,Serious,100 km/hr,Country,,2,,2
T20140022245,Minor,80 km/hr,Metro,1,,,1
T20140022246,Minor,60 km/hr,Metro,1,,,1
T20140022250,Minor,60 km/hr,Metro,1,,,1
T20140022251,Minor,100 km/hr,Metro,1,,,1
T20140022255,Minor,80 km/hr,Metro,1,,,1
T20140022258,Minor,60 km/hr,Metro,1,,,1
T20140022259,Minor,80 km/hr,Metro,1,,,1
T20140022264,Serious,60 km/hr,Country,,2,,2
T20140022265,Minor,70 km/hr,Metro,1,,,1
T20140022266,Minor,60 km/hr,Country,1,,,1
T20140022267,Serious,60 km/hr,Metro,,2,,2
T20140022269,Minor,60 km/hr,Metro,1,,,1
T20140022668,Minor,70 km/hr,Metro,1,,,1
T20140022669,Serious,50 km/hr,Metro,,2,,2
T20140022670,Minor,60 km/hr,Metro,1,,,1
T20140022672,Serious,40 km/hr,Metro,,2,,2
T20140022673,Minor,60 km/hr,Metro,1,,,1
T20140022674,Serious,110 km/hr,Country,,2,,2
T20140022676,Serious,100 km/hr,Country,,2,,2
T20140022679,Minor,60 km/hr,Metro,1,,,1
T20140022680,Minor,100 km/hr,Country,1,,,1
T20140022681,Minor,60 km/hr,Metro,1,,,1
T20140022682,Minor,60 km/hr,Metro,1,,,1
T20140022683,Minor,60 km/hr,Metro,1,,,1
T20140022685,Minor,70 km/hr,Metro,1,,,1
T20140023072,Minor,Not known,Country,1,,,1
T20140023073,Minor,100 km/hr,Country,1,,,1
T20140023076,Minor,40 km/hr,Metro,1,,,1
T20140023079,Minor,60 km/hr,Metro,1,,,1
T20140023083,Minor,40 km/hr,Metro,1,,,1
T20140023085,Minor,60 km/hr,Metro,1,,,1
T20140023089,Minor,80 km/hr,Metro,1,,,1
T20140023090,Minor,50 km/hr,Metro,1,,,1
T20140023091,Minor,100 km/hr,Country,1,,,1
T20140023092,Serious,60 km/hr,Metro,,2,,2
T20140023093,Minor,50 km/hr,Country,1,,,1
T20140023096,Minor,50 km/hr,Metro,1,,,1
T20140023102,Minor,60 km/hr,Metro,1,,,1
T20140021874,Minor,60 km/hr,Country,1,,,1
T20140021880,Minor,100 km/hr,Country,1,,,1
T20140021881,Minor,40 km/hr,Metro,1,,,1
T20140021882,Minor,40 km/hr,Metro,1,,,1
T20140021883,Minor,60 km/hr,Metro,1,,,1
T20140021884,Serious,80 km/hr,Metro,,2,,2
T20140021886,Minor,60 km/hr,Metro,1,,,1
T20140021887,Minor,60 km/hr,Metro,1,,,1
T20140021889,Minor,60 km/hr,Metro,1,,,1
T20140021890,Serious,60 km/hr,Metro,,2,,2
T20140021891,Minor,80 km/hr,Metro,1,,,1
T20140021892,Serious,60 km/hr,Metro,,2,,2
T20140021893,Serious,60 km/hr,Metro,,2,,2
T20140022271,Minor,Not known,Country,1,,,1
T20140022272,Minor,50 km/hr,Country,1,,,1
T20140022273,Minor,100 km/hr,Country,1,,,1
T20140022278,Serious,60 km/hr,Metro,,2,,2
T20140022279,Minor,60 km/hr,Country,1,,,1
T20140022280,Minor,60 km/hr,Metro,1,,,1
T20140022281,Serious,100 km/hr,Country,,2,,2
T20140022285,Minor,60 km/hr,Metro,1,,,1
T20140022287,Minor,70 km/hr,Metro,1,,,1
T20140022288,Serious,60 km/hr,Metro,,2,,2
T20140022289,Serious,60 km/hr,Metro,,2,,2
T20140022291,Minor,80 km/hr,Country,1,,,1
T20140022292,Minor,70 km/hr,Metro,1,,,1
T20140022687,Serious,100 km/hr,Country,,2,,2
T20140022690,Serious,Not known,Metro,,2,,2
T20140022691,Serious,100 km/hr,Country,,2,,2
T20140022692,Minor,70 km/hr,Metro,1,,,1
T20140022694,Serious,100 km/hr,Country,,2,,2
T20140022696,Serious,60 km/hr,Metro,,2,,2
T20140022699,Minor,60 km/hr,Metro,1,,,1
T20140022700,Minor,60 km/hr,Country,1,,,1
T20140022701,Serious,70 km/hr,Country,,2,,2
T20140022704,Minor,50 km/hr,Metro,1,,,1
T20140022707,Serious,70 km/hr,Metro,,2,,2
T20140022712,Serious,60 km/hr,Country,,2,,2
T20140022714,Serious,100 km/hr,Metro,,2,,2
T20140023104,Minor,50 km/hr,Metro,1,,,1
T20140023105,Serious,100 km/hr,Country,,2,,2
T20140023114,Minor,50 km/hr,Metro,1,,,1
T20140023115,Serious,70 km/hr,Metro,,2,,2
T20140023116,Serious,50 km/hr,Metro,,2,,2
T20140023119,Minor,80 km/hr,Metro,1,,,1
T20140023121,Minor,80 km/hr,Metro,1,,,1
T20140023125,Minor,Not known,Metro,1,,,1
T20140023126,Minor,60 km/hr,Metro,1,,,1
T20140023127,Serious,50 km/hr,Metro,,2,,2
T20140023128,Minor,50 km/hr,Metro,1,,,1
T20140023131,Serious,100 km/hr,Country,,2,,2
T20140023132,Serious,40 km/hr,Metro,,2,,2
T20140021895,Minor,50 km/hr,Metro,1,,,1
T20140021896,Minor,70 km/hr,Metro,1,,,1
T20140021897,Serious,100 km/hr,Country,,2,,2
T20140021898,Minor,80 km/hr,Metro,1,,,1
T20140021899,Minor,60 km/hr,Metro,1,,,1
T20140021900,Minor,60 km/hr,Metro,1,,,1
T20140021903,Minor,60 km/hr,Metro,1,,,1
T20140021905,Minor,Not known,Metro,1,,,1
T20140021907,Minor,50 km/hr,Metro,1,,,1
T20140021909,Serious,110 km/hr,Country,,2,,2
T20140021912,Serious,Not known,Country,,2,,2
T20140021915,Minor,70 km/hr,Metro,1,,,1
T20140021916,Serious,60 km/hr,Metro,,2,,2
T20140022293,Minor,60 km/hr,Country,1,,,1
T20140022294,Serious,50 km/hr,Metro,,2,,2
T20140022296,Minor,60 km/hr,Metro,1,,,1
T20140022297,Minor,60 km/hr,Country,1,,,1
T20140022298,Serious,80 km/hr,Metro,,2,,2
T20140022302,Serious,100 km/hr,Country,,2,,2
T20140022303,Serious,60 km/hr,Metro,,2,,2
T20140022304,Serious,40 km/hr,Metro,,2,,2
T20140022305,Serious,60 km/hr,Metro,,2,,2
T20140022306,Minor,100 km/hr,Country,1,,,1
T20140022308,Minor,40 km/hr,Country,1,,,1
T20140022310,Minor,60 km/hr,Metro,1,,,1
T20140022311,Minor,60 km/hr,Metro,1,,,1
T20140022715,Serious,70 km/hr,Country,,2,,2
T20140022717,Minor,80 km/hr,Country,1,,,1
T20140022718,Minor,80 km/hr,Metro,1,,,1
T20140022719,Serious,60 km/hr,Metro,,2,,2
T20140022722,Serious,50 km/hr,Country,,2,,2
T20140022723,Minor,100 km/hr,Country,1,,,1
T20140022725,Minor,60 km/hr,Metro,1,,,1
T20140022727,Serious,90 km/hr,Metro,,2,,2
T20140022728,Serious,70 km/hr,Metro,,2,,2
T20140022732,Minor,100 km/hr,Country,1,,,1
T20140022737,Minor,80 km/hr,Metro,1,,,1
T20140022739,Serious,60 km/hr,Metro,,2,,2
T20140022740,Minor,50 km/hr,Metro,1,,,1
T20140023134,Minor,80 km/hr,Metro,1,,,1
T20140023136,Minor,80 km/hr,Country,1,,,1
T20140023139,Minor,80 km/hr,Metro,1,,,1
T20140023141,Serious,70 km/hr,Metro,,2,,2
T20140023142,Serious,100 km/hr,Metro,,2,,2
T20140023143,Minor,50 km/hr,Metro,1,,,1
T20140023144,Fatal,100 km/hr,Country,,,3,3
T20140023145,Fatal,100 km/hr,Country,,,3,3
T20140023146,Minor,70 km/hr,Metro,1,,,1
T20140023147,Serious,100 km/hr,Country,,2,,2
T20140023148,Minor,Not known,Metro,1,,,1
T20140023149,Minor,50 km/hr,Metro,1,,,1
T20140023152,Minor,50 km/hr,Metro,1,,,1
T20140021918,Serious,80 km/hr,Country,,2,,2
T20140021920,Minor,100 km/hr,Country,1,,,1
T20140021922,Minor,60 km/hr,Metro,1,,,1
T20140021923,Minor,100 km/hr,Country,1,,,1
T20140021925,Fatal,110 km/hr,Country,,,3,3
T20140021926,Minor,80 km/hr,Metro,1,,,1
T20140021927,Minor,40 km/hr,Metro,1,,,1
T20140021928,Minor,80 km/hr,Metro,1,,,1
T20140021930,Minor,100 km/hr,Country,1,,,1
T20140021932,Serious,50 km/hr,Metro,,2,,2
T20140021933,Serious,50 km/hr,Metro,,2,,2
T20140021934,Minor,60 km/hr,Country,1,,,1
T20140021935,Serious,100 km/hr,Country,,2,,2
T20140022312,Minor,40 km/hr,Metro,1,,,1
T20140022313,Serious,50 km/hr,Metro,,2,,2
T20140022315,Minor,60 km/hr,Metro,1,,,1
T20140022316,Serious,80 km/hr,Country,,2,,2
T20140022318,Serious,60 km/hr,Metro,,2,,2
T20140022319,Minor,Not known,Metro,1,,,1
T20140022322,Minor,60 km/hr,Metro,1,,,1
T20140022326,Serious,100 km/hr,Country,,2,,2
T20140022327,Minor,80 km/hr,Country,1,,,1
T20140022328,Minor,50 km/hr,Metro,1,,,1
T20140022329,Serious,50 km/hr,Country,,2,,2
T20140022330,Minor,50 km/hr,Metro,1,,,1
T20140022331,Serious,70 km/hr,Country,,2,,2
T20140022743,Minor,100 km/hr,Country,1,,,1
T20140022744,Minor,Not known,Country,1,,,1
T20140022747,Minor,60 km/hr,Metro,1,,,1
T20140022751,Serious,70 km/hr,Metro,,2,,2
T20140022753,Minor,50 km/hr,Metro,1,,,1
T20140022755,Minor,Not known,Metro,1,,,1
T20140022757,Serious,60 km/hr,Metro,,2,,2
T20140022758,Serious,80 km/hr,Metro,,2,,2
T20140022760,Serious,100 km/hr,Country,,2,,2
T20140022765,Serious,60 km/hr,Country,,2,,2
T20140022768,Serious,60 km/hr,Metro,,2,,2
T20140022769,Minor,50 km/hr,Country,1,,,1
T20140022770,Minor,80 km/hr,Metro,1,,,1
T20140023154,Minor,50 km/hr,Metro,1,,,1
T20140023155,Serious,100 km/hr,Metro,,2,,2
T20140023161,Serious,80 km/hr,Country,,2,,2
T20140023164,Minor,50 km/hr,Country,1,,,1
T20140023168,Minor,50 km/hr,Metro,1,,,1
T20140023169,Minor,50 km/hr,Metro,1,,,1
T20140023170,Minor,60 km/hr,Metro,1,,,1
T20140023171,Serious,70 km/hr,Metro,,2,,2
T20140023173,Minor,70 km/hr,Metro,1,,,1
T20140023175,Minor,100 km/hr,Country,1,,,1
T20140023176,Minor,60 km/hr,Country,1,,,1
T20140023177,Minor,60 km/hr,Metro,1,,,1
T20140023178,Serious,Not known,Country,,2,,2
T20140021937,Serious,60 km/hr,Metro,,2,,2
T20140021938,Minor,50 km/hr,Metro,1,,,1
T20140021943,Minor,100 km/hr,Country,1,,,1
T20140021945,Minor,50 km/hr,Metro,1,,,1
T20140021946,Serious,100 km/hr,Metro,,2,,2
T20140021947,Minor,100 km/hr,Metro,1,,,1
T20140021948,Minor,40 km/hr,Country,1,,,1
T20140021953,Minor,70 km/hr,Metro,1,,,1
T20140021954,Serious,100 km/hr,Country,,2,,2
T20140021955,Serious,100 km/hr,Country,,2,,2
T20140021956,Minor,70 km/hr,Metro,1,,,1
T20140021957,Minor,60 km/hr,Metro,1,,,1
T20140021959,Minor,60 km/hr,Country,1,,,1
T20140022332,Minor,60 km/hr,Metro,1,,,1
T20140022333,Minor,60 km/hr,Metro,1,,,1
T20140022334,Serious,60 km/hr,Country,,2,,2
T20140022337,Minor,80 km/hr,Metro,1,,,1
T20140022339,Minor,70 km/hr,Metro,1,,,1
T20140022342,Minor,50 km/hr,Metro,1,,,1
T20140022344,Serious,60 km/hr,Metro,,2,,2
T20140022345,Serious,50 km/hr,Country,,2,,2
T20140022346,Minor,70 km/hr,Metro,1,,,1
T20140022347,Minor,100 km/hr,Country,1,,,1
T20140022349,Minor,80 km/hr,Metro,1,,,1
T20140022352,Minor,70 km/hr,Metro,1,,,1
T20140022353,Minor,60 km/hr,Country,1,,,1
T20140022772,Serious,Not known,Metro,,2,,2
T20140022774,Minor,60 km/hr,Metro,1,,,1
T20140022775,Serious,80 km/hr,Country,,2,,2
T20140022777,Serious,Not known,Country,,2,,2
T20140022778,Serious,Not known,Country,,2,,2
T20140022780,Serious,100 km/hr,Country,,2,,2
T20140022781,Minor,Not known,Metro,1,,,1
T20140022782,Minor,40 km/hr,Metro,1,,,1
T20140022784,Serious,100 km/hr,Country,,2,,2
T20140022785,Minor,50 km/hr,Metro,1,,,1
T20140022786,Minor,50 km/hr,Metro,1,,,1
T20140022787,Minor,60 km/hr,Country,1,,,1
T20140022788,Minor,80 km/hr,Metro,1,,,1
T20140023179,Minor,60 km/hr,Metro,1,,,1
T20140023180,Minor,70 km/hr,Metro,1,,,1
T20140023181,Minor,70 km/hr,Metro,1,,,1
T20140023182,Minor,60 km/hr,Country,1,,,1
T20140023183,Minor,70 km/hr,Metro,1,,,1
T20140023187,Minor,60 km/hr,Metro,1,,,1
T20140023191,Serious,Not known,Country,,2,,2
T20140023192,Serious,60 km/hr,Metro,,2,,2
T20140023194,Serious,100 km/hr,Country,,2,,2
T20140023195,Minor,100 km/hr,Metro,1,,,1
T20140023196,Serious,50 km/hr,Metro,,2,,2
T20140023197,Minor,60 km/hr,Country,1,,,1
T20140023198,Minor,100 km/hr,Metro,1,,,1
T20140021961,Minor,60 km/hr,Country,1,,,1
T20140021962,Minor,60 km/hr,Metro,1,,,1
T20140021967,Minor,80 km/hr,Metro,1,,,1
T20140021968,Serious,60 km/hr,Metro,,2,,2
T20140021969,Minor,60 km/hr,Metro,1,,,1
T20140021970,Minor,50 km/hr,Country,1,,,1
T20140021973,Minor,50 km/hr,Metro,1,,,1
T20140021978,Minor,60 km/hr,Metro,1,,,1
T20140021979,Serious,40 km/hr,Metro,,2,,2
T20140021980,Serious,50 km/hr,Metro,,2,,2
T20140021982,Minor,30 km/hr,Metro,1,,,1
T20140021983,Minor,70 km/hr,Metro,1,,,1
T20140021989,Serious,100 km/hr,Metro,,2,,2
T20140022354,Serious,80 km/hr,Metro,,2,,2
T20140022355,Minor,70 km/hr,Country,1,,,1
T20140022356,Serious,60 km/hr,Metro,,2,,2
T20140022358,Minor,60 km/hr,Country,1,,,1
T20140022363,Serious,100 km/hr,Metro,,2,,2
T20140022364,Serious,60 km/hr,Metro,,2,,2
T20140022366,Serious,40 km/hr,Metro,,2,,2
T20140022369,Serious,100 km/hr,Metro,,2,,2
T20140022370,Minor,110 km/hr,Metro,1,,,1
T20140022372,Serious,50 km/hr,Metro,,2,,2
T20140022376,Minor,50 km/hr,Metro,1,,,1
T20140022377,Minor,50 km/hr,Country,1,,,1
T20140022378,Minor,60 km/hr,Country,1,,,1
T20140022790,Minor,50 km/hr,Country,1,,,1
T20140022793,Serious,100 km/hr,Metro,,2,,2
T20140022794,Minor,100 km/hr,Country,1,,,1
T20140022796,Serious,100 km/hr,Country,,2,,2
T20140022798,Serious,40 km/hr,Metro,,2,,2
T20140022799,Minor,60 km/hr,Metro,1,,,1
T20140022801,Minor,50 km/hr,Metro,1,,,1
T20140022803,Minor,60 km/hr,Country,1,,,1
T20140022804,Serious,100 km/hr,Country,,2,,2
T20140022805,Serious,60 km/hr,Metro,,2,,2
T20140022807,Minor,100 km/hr,Country,1,,,1
T20140022808,Serious,60 km/hr,Metro,,2,,2
T20140022809,Serious,100 km/hr,Country,,2,,2
T20140023200,Serious,60 km/hr,Metro,,2,,2
T20140023201,Minor,100 km/hr,Country,1,,,1
T20140023202,Serious,60 km/hr,Metro,,2,,2
T20140023204,Serious,70 km/hr,Metro,,2,,2
T20140023205,Minor,60 km/hr,Metro,1,,,1
T20140023206,Serious,50 km/hr,Metro,,2,,2
T20140023208,Serious,50 km/hr,Metro,,2,,2
T20140023211,Minor,50 km/hr,Metro,1,,,1
T20140023215,Serious,100 km/hr,Country,,2,,2
T20140023216,Minor,50 km/hr,Metro,1,,,1
T20140023218,Minor,60 km/hr,Metro,1,,,1
T20140023220,Serious,Off road,Metro,,2,,2
T20140023225,Serious,60 km/hr,Country,,2,,2
T20140021990,Minor,50 km/hr,Country,1,,,1
T20140021992,Minor,60 km/hr,Metro,1,,,1
T20140021993,Minor,60 km/hr,Country,1,,,1
T20140021994,Minor,60 km/hr,Metro,1,,,1
T20140021996,Serious,60 km/hr,Metro,,2,,2
T20140021997,Minor,70 km/hr,Metro,1,,,1
T20140021998,Minor,50 km/hr,Country,1,,,1
T20140021999,Minor,60 km/hr,Metro,1,,,1
T20140022000,Serious,50 km/hr,Metro,,2,,2
T20140022003,Minor,60 km/hr,Metro,1,,,1
T20140022006,Serious,60 km/hr,Country,,2,,2
T20140022012,Serious,Not known,Country,,2,,2
T20140022013,Minor,60 km/hr,Metro,1,,,1
T20140022379,Serious,80 km/hr,Metro,,2,,2
T20140022380,Minor,80 km/hr,Metro,1,,,1
T20140022381,Minor,100 km/hr,Metro,1,,,1
T20140022384,Minor,Not known,Country,1,,,1
T20140022386,Serious,60 km/hr,Country,,2,,2
T20140022387,Minor,80 km/hr,Metro,1,,,1
T20140022388,Minor,80 km/hr,Country,1,,,1
T20140022391,Minor,50 km/hr,Metro,1,,,1
T20140022392,Minor,Not known,Metro,1,,,1
T20140022393,Minor,80 km/hr,Metro,1,,,1
T20140022395,Minor,70 km/hr,Metro,1,,,1
T20140022396,Minor,60 km/hr,Metro,1,,,1
T20140022397,Minor,50 km/hr,Metro,1,,,1
T20140022813,Minor,70 km/hr,Metro,1,,,1
T20140022814,Minor,40 km/hr,Metro,1,,,1
T20140022816,Serious,70 km/hr,Metro,,2,,2
T20140022820,Minor,Not known,Country,1,,,1
T20140022824,Serious,100 km/hr,Country,,2,,2
T20140022826,Minor,50 km/hr,Metro,1,,,1
T20140022832,Minor,Not known,Country,1,,,1
T20140022833,Serious,80 km/hr,Metro,,2,,2
T20140022834,Minor,50 km/hr,Metro,1,,,1
T20140022836,Minor,70 km/hr,Metro,1,,,1
T20140022839,Minor,100 km/hr,Metro,1,,,1
T20140022841,Minor,60 km/hr,Country,1,,,1
T20140022842,Serious,60 km/hr,Metro,,2,,2
T20140023227,Serious,40 km/hr,Metro,,2,,2
T20140023229,Minor,40 km/hr,Metro,1,,,1
T20140023232,Minor,80 km/hr,Metro,1,,,1
T20140023233,Minor,100 km/hr,Metro,1,,,1
T20140023234,Minor,Not known,Metro,1,,,1
T20140023235,Minor,60 km/hr,Metro,1,,,1
T20140023237,Minor,50 km/hr,Metro,1,,,1
T20140023239,Minor,80 km/hr,Metro,1,,,1
T20140023240,Minor,50 km/hr,Metro,1,,,1
T20140023243,Minor,80 km/hr,Metro,1,,,1
T20140023244,Serious,60 km/hr,Metro,,2,,2
T20140023245,Minor,80 km/hr,Metro,1,,,1
T20140023248,Serious,60 km/hr,Country,,2,,2
T20140022014,Serious,50 km/hr,Metro,,2,,2
T20140022018,Minor,40 km/hr,Metro,1,,,1
T20140022019,Serious,80 km/hr,Metro,,2,,2
T20140022020,Minor,60 km/hr,Metro,1,,,1
T20140022021,Minor,60 km/hr,Metro,1,,,1
T20140022024,Serious,40 km/hr,Metro,,2,,2
